"","Date","Ring","Species","Age","Sex","Pit","Num.caught","PIT.year","hatch.year","Age.in.2021"
"434",2018-07-09,"C3T0068","NUTHA",4,"M","0110177BE2",4,2018,2017,"adult"
"437",2019-10-25,"B4R7586","MARTI",2,"","0110177C2E",1,2019,2019,"adult"
"439",2017-11-29,"C3T0260","GRETI",3,"M","0110177C41",1,2017,2017,"adult"
"440",2019-01-18,"C3T0736","GRETI",6,"M","0110177C49",1,2019,2017,"adult"
"442",2019-11-28,"B4R7650","BLUTI",5,"F","0110177C56",1,2019,2018,"adult"
"444",2019-01-18,"C3T0730","GRETI",5,"F","0110177C64",1,2019,2018,"adult"
"445",2019-02-26,"C3T0787","GRETI",5,"F","0110177C6A",1,2019,2018,"adult"
"448",2019-02-27,"C3T0505","GRETI",5,"M","0110177C78",2,2019,2018,"adult"
"453",2019-02-21,"C3T0776","GRETI",6,"F","0110177CD7",1,2019,2017,"adult"
"457",2017-11-14,"C3T0228","GRETI",4,"F","0110177CE5",1,2017,2016,"adult"
"459",2017-12-01,"C3T0208","GRETI",3,"F","0110177CF0",2,2017,2017,"adult"
"460",2019-01-14,"C3T0710","GRETI",6,"M","0110177CFC",1,2019,2017,"adult"
"462",2018-12-13,"C3T0681","GRETI",5,"M","0110177D08",2,2018,2017,"adult"
"463",2019-02-27,"C3T0681","GRETI",5,"M","0110177D08",2,2019,2018,"adult"
"464",2017-12-01,"C3T0266","GRETI",3,"F","0110177D09",2,2017,2017,"adult"
"465",2018-05-16,"C3T0266","GRETI",5,"F","0110177D09",2,2018,2017,"adult"
"466",2020-11-13,"B5H0062","BLUTI",4,"M","0110177D14",1,2020,2019,"adult"
"468",2018-08-10,"C3T0595","GRETI",3,"","0110177D25",3,2018,2018,"adult"
"469",2018-11-07,"C3T0595","GRETI",5,"M","0110177D25",3,2018,2017,"adult"
"470",2020-02-10,"C3T0595","GRETI",6,"M","0110177D25",3,2020,2018,"adult"
"471",2017-12-09,"C3T0311","GRETI",3,"F","0110177D2D",2,2017,2017,"adult"
"472",2018-05-14,"C3T0311","GRETI",6,"F","0110177D2D",2,2018,2016,"adult"
"474",2018-10-31,"C3T0663","GRETI",5,"F","0110177D49",1,2018,2017,"adult"
"476",2017-02-11,"C3T0122","GRETI",5,"M","0110177D5C",1,2017,2016,"adult"
"477",2017-11-29,"C3T0247","GRETI",4,"N","0110177D6C",1,2017,2016,"adult"
"478",2019-10-30,"B4R7598","BLUTI",5,"M","0110177D9C",1,2019,2018,"adult"
"481",2018-01-25,"C3T0347","GRETI",5,"F","0110177DA3",1,2018,2017,"adult"
"483",2018-07-12,"C3T0553","GRETI",3,"","0110177DA9",4,2018,2018,"adult"
"484",2018-10-31,"C3T0553","GRETI",5,"M","0110177DA9",4,2018,2017,"adult"
"485",2019-03-05,"C3T0553","GRETI",5,"M","0110177DA9",4,2019,2018,"adult"
"486",2017-05-08,"B4R7116","BLUTI",6,"M","0110177DAB",1,2017,2015,"adult"
"487",2019-01-16,"C3T0722","GRETI",5,"M","0110177DB1",1,2019,2018,"adult"
"488",2016-11-23,"C3T0083","GRETI",3,"M","0110177DB3",1,2016,2016,"adult"
"489",2018-01-21,"C3T0343","GRETI",5,"M","0110177DBB",2,2018,2017,"adult"
"490",2019-02-21,"C3T0343","GRETI",6,"M","0110177DBB",2,2019,2017,"adult"
"494",2018-07-27,"C3T0404","GRETI",3,"","0110177DD2",2,2018,2018,"adult"
"497",2017-11-08,"C3T0224","GRETI",3,"F","0110177DF7",3,2017,2017,"adult"
"498",2017-11-29,"C3T0224","GRETI",3,"F","0110177DF7",3,2017,2017,"adult"
"499",2017-12-09,"C3T0224","GRETI",3,"F","0110177DF7",3,2017,2017,"adult"
"501",2017-11-14,"C3T0022","GRETI",4,"F","0110177E1C",1,2017,2016,"adult"
"502",2019-02-27,"B4R7445","BLUTI",5,"F","0110177E43",1,2019,2018,"adult"
"503",2016-11-25,"C3T0104","GRETI",3,"M","0110177E46",3,2016,2016,"adult"
"504",2017-11-08,"C3T0104","GRETI",4,"M","0110177E46",3,2017,2016,"adult"
"505",2018-01-10,"C3T0104","GRETI",6,"F","0110177E46",3,2018,2016,"adult"
"506",2019-01-18,"C3T0728","GRETI",5,"M","0110177E54",1,2019,2018,"adult"
"509",2019-02-12,"C3T0757","GRETI",5,"M","0110177E5E",1,2019,2018,"adult"
"510",2019-01-14,"C3T0711","GRETI",5,"M","0110177E68",3,2019,2018,"adult"
"511",2019-10-25,"C3T0711","GRETI",6,"M","0110177E68",3,2019,2017,"adult"
"513",2019-01-21,"C3T0737","GRETI",6,"M","0110177E70",1,2019,2017,"adult"
"514",2020-11-05,"B4A1836","BLUTI",3,"","0110177E84",1,2020,2020,"first.year"
"515",2017-12-01,"C3T0280","GRETI",4,"F","0110177E8E",1,2017,2016,"adult"
"516",2017-11-29,"C3T0249","GRETI",3,"F","0110177E93",2,2017,2017,"adult"
"517",2017-12-09,"C3T0249","GRETI",3,"F","0110177E93",2,2017,2017,"adult"
"518",2017-02-03,"C3T0117","GRETI",5,"F","0110177EB7",4,2017,2016,"adult"
"519",2017-12-01,"C3T0117","GRETI",4,"F","0110177EB7",4,2017,2016,"adult"
"520",2018-01-09,"C3T0117","GRETI",6,"F","0110177EB7",4,2018,2016,"adult"
"521",2018-05-14,"C3T0117","GRETI",6,"F","0110177EB7",4,2018,2016,"adult"
"523",2017-12-01,"C3T0164","GRETI",3,"M","0110177EE5",3,2017,2017,"adult"
"524",2020-10-27,"C3T0164","GRETI",4,"M","0110177EE5",3,2020,2019,"adult"
"525",2016-11-22,"C3T0082","GRETI",4,"M","0110177EEE",2,2016,2015,"adult"
"526",2018-07-09,"C3T0082","GRETI",4,"M","0110177EEE",2,2018,2017,"adult"
"529",2019-03-05,"B4R7450","BLUTI",5,"F","0110177F05",1,2019,2018,"adult"
"530",2019-01-10,"C3T0696","GRETI",6,"M","0110177F08",1,2019,2017,"adult"
"531",2018-01-09,"C3T0323","GRETI",5,"M","0110177F0B",1,2018,2017,"adult"
"532",2016-11-23,"B4P6921","MARTI",4,"F","0110177F0D",3,2016,2015,"adult"
"533",2016-11-25,"B4P6921","MARTI",4,"F","0110177F0D",3,2016,2015,"adult"
"534",2018-01-10,"B4P6921","MARTI",6,"","0110177F0D",3,2018,2016,"adult"
"538",2018-07-27,"C3T0446","GRETI",3,"","0110177F3B",3,2018,2018,"adult"
"539",2019-03-08,"C3T0446","GRETI",5,"F","0110177F3B",3,2019,2018,"adult"
"544",2016-11-17,"C3T0077","GRETI",3,"F","0110177F58",4,2016,2016,"adult"
"545",2017-02-11,"C3T0077","GRETI",5,"F","0110177F58",4,2017,2016,"adult"
"546",2017-12-09,"C3T0077","GRETI",4,"F","0110177F58",4,2017,2016,"adult"
"547",2020-05-08,"C3T0077","GRETI",6,"F","0110177F58",4,2020,2018,"adult"
"548",2016-11-23,"C1X0745","GRETI",4,"M","0110177F81",5,2016,2015,"adult"
"549",2017-11-08,"C1X0745","GRETI",4,"M","0110177F81",5,2017,2016,"adult"
"550",2017-11-14,"C1X0745","GRETI",4,"M","0110177F81",5,2017,2016,"adult"
"551",2017-12-09,"C1X0745","GRETI",4,"M","0110177F81",5,2017,2016,"adult"
"552",2018-01-10,"C1X0745","GRETI",6,"M","0110177F81",5,2018,2016,"adult"
"554",2017-11-29,"C3T0184","GRETI",3,"M","0110177F93",2,2017,2017,"adult"
"555",2016-11-25,"C3T0103","NUTHA",2,"M","0110177F9D",2,2016,2016,"adult"
"556",2017-11-08,"C3T0103","NUTHA",2,"M","0110177F9D",2,2017,2017,"adult"
"557",2020-11-16,"B5H0068","BLUTI",3,"F","0110177FB5",1,2020,2020,"first.year"
"558",2019-05-06,"C3T0814","GRETI",6,"F","0110177FB8",1,2019,2017,"adult"
"559",2019-03-06,"C3T0800","NUTHA",5,"M","0110177FC9",1,2019,2018,"adult"
"560",2019-01-10,"C3T0698","GRETI",5,"M","0110177FDB",1,2019,2018,"adult"
"563",2018-07-09,"C3T0428","GRETI",3,"","0110177FE8",3,2018,2018,"adult"
"564",2018-08-10,"C3T0428","GRETI",3,"","0110177FE8",3,2018,2018,"adult"
"566",2018-01-25,"C3T0352","GRETI",5,"F","0110178001",1,2018,2017,"adult"
"567",2017-11-24,"C3T0237","GRETI",3,"M","0110178004",4,2017,2017,"adult"
"568",2017-12-09,"C3T0237","GRETI",3,"M","0110178004",4,2017,2017,"adult"
"569",2018-07-09,"C3T0237","GRETI",4,"M","0110178004",4,2018,2017,"adult"
"570",2018-07-27,"C3T0237","GRETI",4,"M","0110178004",4,2018,2017,"adult"
"571",2017-11-24,"C3T0233","GRETI",3,"M","0110178019",2,2017,2017,"adult"
"572",2017-12-01,"C3T0233","GRETI",3,"M","0110178019",2,2017,2017,"adult"
"574",2017-02-07,"C3T0120","GRETI",5,"F","011017803D",1,2017,2016,"adult"
"575",2019-12-02,"B4R7661","BLUTI",6,"F","0110178062",1,2019,2017,"adult"
"576",2017-12-01,"C3T0283","GRETI",3,"M","0110178063",1,2017,2017,"adult"
"577",2018-12-13,"C3T0653","GRETI",5,"F","0110178073",1,2018,2017,"adult"
"578",2018-01-09,"C3T0316","GRETI",5,"M","0110178078",3,2018,2017,"adult"
"579",2018-01-21,"C3T0316","GRETI",5,"M","0110178078",3,2018,2017,"adult"
"580",2018-10-18,"C3T0316","GRETI",5,"M","0110178078",3,2018,2017,"adult"
"582",2016-10-22,"C3T0067","NUTHA",2,"M","0110178094",1,2016,2016,"adult"
"584",2018-07-12,"C3T0461","GRETI",3,"","01101780AC",4,2018,2018,"adult"
"585",2018-10-18,"C3T0461","GRETI",5,"M","01101780AC",4,2018,2017,"adult"
"586",2020-02-25,"C3T0461","GRETI",6,"M","01101780AC",4,2020,2018,"adult"
"587",2016-11-24,"C3T0100","GRETI",4,"M","01101780AF",5,2016,2015,"adult"
"588",2017-02-11,"C3T0100","GRETI",6,"M","01101780AF",5,2017,2015,"adult"
"589",2017-12-09,"C3T0100","GRETI",4,"M","01101780AF",5,2017,2016,"adult"
"590",2018-01-10,"C3T0100","GRETI",6,"M","01101780AF",5,2018,2016,"adult"
"591",2018-05-15,"C3T0100","GRETI",6,"M","01101780AF",5,2018,2016,"adult"
"594",2016-11-23,"C3L9896","GRETI",4,"M","01101780EB",2,2016,2015,"adult"
"595",2017-11-08,"C3L9896","GRETI",4,"M","01101780EB",2,2017,2016,"adult"
"596",2017-02-03,"C3T0113","GRETI",6,"M","01101780F1",2,2017,2015,"adult"
"597",2018-01-09,"C3T0113","GRETI",6,"M","01101780F1",2,2018,2016,"adult"
"598",2020-05-05,"B4R7904","BLUTI",5,"F","011017811F",1,2020,2019,"adult"
"600",2018-01-21,"C3T0340","NUTHA",2,"M","0110178136",1,2018,2018,"adult"
"603",2019-05-04,"C3T0812","GRETI",6,"M","0110178156",1,2019,2017,"adult"
"604",2019-02-21,"C3T0774","NUTHA",5,"F","0110178157",1,2019,2018,"adult"
"605",2019-11-27,"B4R7630","MARTI",2,"","0110178158",1,2019,2019,"adult"
"606",2019-10-23,"B4R7583","BLUTI",5,"F","011017815C",1,2019,2018,"adult"
"610",2017-11-24,"B4R7226","BLUTI",3,"M","011017816B",1,2017,2017,"adult"
"611",2016-11-17,"C3T0074","GRETI",3,"M","0110178191",5,2016,2016,"adult"
"612",2018-01-21,"C3T0074","GRETI",6,"M","0110178191",5,2018,2016,"adult"
"613",2018-08-03,"C3T0074","GRETI",4,"M","0110178191",5,2018,2017,"adult"
"614",2020-05-07,"C3T0074","GRETI",6,"M","0110178191",5,2020,2018,"adult"
"616",2017-11-23,"C3T0232","GRETI",3,"M","01101781A5",2,2017,2017,"adult"
"617",2020-02-19,"C3T0232","GRETI",6,"M","01101781A5",2,2020,2018,"adult"
"618",2017-12-09,"C3T0203","GRETI",3,"M","01101781D3",1,2017,2017,"adult"
"619",2019-03-08,"C3T0420","GRETI",5,"F","01101781D4",1,2019,2018,"adult"
"620",2019-02-27,"B4R7442","BLUTI",5,"F","01101781F2",1,2019,2018,"adult"
"622",2016-11-24,"C3T0028","GRETI",3,"F","0110178203",1,2016,2016,"adult"
"625",2020-11-18,"B5H0080","BLUTI",4,"","011017820C",1,2020,2019,"adult"
"626",2017-12-09,"C3T0157","GRETI",3,"M","0110178212",1,2017,2017,"adult"
"628",2019-02-19,"C3T0772","GRETI",5,"F","0110178225",1,2019,2018,"adult"
"630",2016-11-17,"C3T0076","GRETI",4,"F","0110178253",3,2016,2015,"adult"
"631",2016-11-25,"C3T0076","GRETI",4,"F","0110178253",3,2016,2015,"adult"
"632",2017-12-01,"C3T0076","GRETI",4,"F","0110178253",3,2017,2016,"adult"
"633",2016-11-24,"CX22189","GRETI",4,"M","0110178269",3,2016,2015,"adult"
"634",2017-11-08,"CX22189","GRETI",4,"M","0110178269",3,2017,2016,"adult"
"635",2018-05-15,"CX22189","GRETI",6,"M","0110178269",3,2018,2016,"adult"
"636",2019-01-18,"C3T0727","GRETI",6,"M","011017828F",1,2019,2017,"adult"
"637",2018-05-04,"C3T0008","GRETI",5,"F","0110178299",1,2018,2017,"adult"
"639",2018-08-10,"C3T0589","GRETI",3,"","011017829E",2,2018,2018,"adult"
"640",2019-03-08,"C3T0589","GRETI",5,"M","011017829E",2,2019,2018,"adult"
"641",2018-08-03,"C3T0583","GRETI",3,"","01101782A5",1,2018,2018,"adult"
"643",2016-11-24,"C3T0099","GRETI",4,"F","01101782B8",3,2016,2015,"adult"
"644",2017-12-01,"C3T0099","GRETI",4,"F","01101782B8",3,2017,2016,"adult"
"645",2018-05-15,"C3T0099","GRETI",6,"F","01101782B8",3,2018,2016,"adult"
"649",2019-01-21,"C3T0740","GRETI",6,"F","01101782D6",1,2019,2017,"adult"
"650",2018-06-19,"C3T0549","GRETI",5,"M","0110178308",1,2018,2017,"adult"
"651",2019-11-27,"B4R7638","BLUTI",5,"","0110178317",1,2019,2018,"adult"
"654",2018-07-09,"C3T0359","GRETI",3,"","011017831E",3,2018,2018,"adult"
"655",2019-03-07,"C3T0359","GRETI",5,"M","011017831E",3,2019,2018,"adult"
"658",2018-01-21,"C3T0334","GRETI",6,"F","0110178340",1,2018,2016,"adult"
"659",2019-02-19,"C3T0771","GRETI",5,"F","0110178342",1,2019,2018,"adult"
"660",2018-12-13,"C3T0684","GRETI",5,"F","0110178347",3,2018,2017,"adult"
"661",2019-02-27,"C3T0684","GRETI",5,"F","0110178347",3,2019,2018,"adult"
"662",2019-11-13,"C3T0684","GRETI",7,"F","0110178347",3,2019,2017,"adult"
"663",2019-10-28,"B4R7595","BLUTI",6,"M","011017834C",1,2019,2017,"adult"
"664",2017-04-29,"C3L9880","GRETI",5,"F","0110178351",1,2017,2016,"adult"
"666",2018-07-27,"C3T0578","GRETI",3,"","0110178360",1,2018,2018,"adult"
"668",2019-11-25,"C3T0403","GRETI",6,"M","0110178363",2,2019,2017,"adult"
"669",2017-11-29,"C3T0253","GRETI",3,"M","011017836B",3,2017,2017,"adult"
"671",2018-01-10,"C3T0253","GRETI",6,"M","011017836B",3,2018,2016,"adult"
"673",2020-11-20,"B4A1883","BLUTI",4,"M","0110178377",1,2020,2019,"adult"
"674",2017-12-09,"C3T0300","GRETI",4,"M","011017837F",1,2017,2016,"adult"
"679",2019-02-14,"C3T0762","GRETI",5,"M","01101783B7",2,2019,2018,"adult"
"680",2019-03-08,"C3T0762","GRETI",5,"M","01101783B7",2,2019,2018,"adult"
"682",2017-11-24,"C3T0133","GRETI",3,"M","01101783BB",4,2017,2017,"adult"
"683",2017-12-09,"C3T0133","GRETI",3,"M","01101783BB",4,2017,2017,"adult"
"684",2018-10-25,"C3T0133","GRETI",6,"M","01101783BB",4,2018,2016,"adult"
"685",2016-11-04,"C3T0069","NUTHA",2,"M","01101783BC",3,2016,2016,"adult"
"686",2016-11-24,"C3T0069","NUTHA",2,"M","01101783BC",3,2016,2016,"adult"
"687",2017-02-11,"C3T0069","NUTHA",2,"M","01101783BC",3,2017,2017,"adult"
"691",2018-07-09,"C3T0363","GRETI",3,"","01101783C7",5,2018,2018,"adult"
"692",2018-07-12,"C3T0363","GRETI",3,"","01101783C7",5,2018,2018,"adult"
"693",2018-10-05,"C3T0363","GRETI",5,"M","01101783C7",5,2018,2017,"adult"
"694",2019-02-14,"C3T0363","GRETI",6,"M","01101783C7",5,2019,2017,"adult"
"697",2019-07-10,"C3T0976","GRETI",3,"","01101783CE",2,2019,2019,"adult"
"698",2018-07-09,"C3T0563","GRETI",3,"","01101783D1",2,2018,2018,"adult"
"699",2018-08-16,"C3T0563","GRETI",3,"F","01101783D1",2,2018,2018,"adult"
"700",2019-02-19,"C3T0769","GRETI",6,"M","01101783DA",1,2019,2017,"adult"
"702",2018-12-13,"C3T0683","GRETI",5,"F","01101783E9",4,2018,2017,"adult"
"703",2019-11-13,"C3T0683","GRETI",6,"F","01101783E9",4,2019,2017,"adult"
"704",2020-11-12,"C3T0683","GRETI",4,"F","01101783E9",4,2020,2019,"adult"
"705",2020-11-16,"C3T0683","GRETI",4,"F","01101783E9",4,2020,2019,"adult"
"707",2018-10-18,"C3T0491","GRETI",5,"F","01101783F6",3,2018,2017,"adult"
"708",2019-03-06,"C3T0491","GRETI",5,"F","01101783F6",3,2019,2018,"adult"
"710",2018-05-16,"B4R7277","BLUTI",5,"F","011017840F",1,2018,2017,"adult"
"712",2017-12-09,"C3T0295","GRETI",3,"F","0110178427",3,2017,2017,"adult"
"713",2018-01-10,"C3T0295","GRETI",6,"F","0110178427",3,2018,2016,"adult"
"714",2018-07-12,"C3T0295","GRETI",4,"F","0110178427",3,2018,2017,"adult"
"715",2016-11-24,"C3T0098","GRETI",4,"F","0110178428",1,2016,2015,"adult"
"717",2018-07-27,"C3T0418","GRETI",3,"","0110178433",2,2018,2018,"adult"
"718",2019-11-13,"B4R7611","BLUTI",5,"F","0110178434",1,2019,2018,"adult"
"719",2018-07-12,"C3T0569","GRETI",3,"","0110178435",2,2018,2018,"adult"
"720",2018-08-16,"C3T0569","GRETI",3,"","0110178435",2,2018,2018,"adult"
"721",2018-12-13,"C3T0685","GRETI",5,"F","011017843E",2,2018,2017,"adult"
"722",2019-02-14,"C3T0685","GRETI",5,"F","011017843E",2,2019,2018,"adult"
"723",2017-11-29,"C3T0246","GRETI",3,"N","0110178441",1,2017,2017,"adult"
"725",2019-01-16,"C3T0718","GRETI",5,"F","0110178444",1,2019,2018,"adult"
"727",2016-11-24,"C3T0101","GRETI",3,"M","0110178460",2,2016,2016,"adult"
"728",2017-02-04,"C3T0101","GRETI",5,"M","0110178460",2,2017,2016,"adult"
"729",2017-12-09,"B4R7255","BLUTI",3,"F","0110178467",1,2017,2017,"adult"
"731",2018-08-10,"C3T0466","GRETI",3,"","011017847E",3,2018,2018,"adult"
"732",2018-11-07,"C3T0466","GRETI",5,"M","011017847E",3,2018,2017,"adult"
"733",2017-05-15,"C3L0401","GRETI",6,"M","0110178498",1,2017,2015,"adult"
"737",2018-10-25,"C3T0654","NUTHA",5,"F","01101784B3",1,2018,2017,"adult"
"739",2019-07-18,"C3T0863","GRETI",3,"","01101784BE",2,2019,2019,"adult"
"740",2017-11-29,"C3T0259","GRETI",3,"M","01101784D4",2,2017,2017,"adult"
"741",2020-02-19,"C3T0259","GRETI",6,"M","01101784D4",2,2020,2018,"adult"
"742",2017-11-24,"C3T0173","GRETI",3,"F","01101784FE",2,2017,2017,"adult"
"743",2017-12-01,"C3T0173","GRETI",3,"M","01101784FE",2,2017,2017,"adult"
"744",2019-02-26,"C3T0786","GRETI",5,"M","011017850B",1,2019,2018,"adult"
"745",2018-01-21,"C3T0345","GRETI",5,"F","011017850D",1,2018,2017,"adult"
"747",2018-07-27,"C3T0394","GRETI",3,"","011017850E",3,2018,2018,"adult"
"748",2018-08-03,"C3T0394","GRETI",3,"","011017850E",3,2018,2018,"adult"
"749",2017-05-07,"C3T0179","GRETI",6,"F","0110178513",3,2017,2015,"adult"
"750",2017-11-24,"C3T0179","GRETI",4,"M","0110178513",3,2017,2016,"adult"
"751",2019-09-12,"C3T0179","GRETI",4,"F","0110178513",3,2019,2018,"adult"
"757",2017-12-09,"C3T0301","GRETI",3,"F","0110178536",1,2017,2017,"adult"
"758",2019-01-16,"C3T0716","GRETI",6,"F","011017853A",1,2019,2017,"adult"
"761",2020-10-27,"C3T0846","GRETI",4,"M","011017853E",2,2020,2019,"adult"
"764",2017-12-09,"C3T0296","GRETI",3,"F","0110178552",1,2017,2017,"adult"
"767",2018-01-21,"C3T0342","GRETI",6,"M","0110178560",1,2018,2016,"adult"
"771",2018-07-12,"C3T0566","GRETI",3,"","0110178598",1,2018,2018,"adult"
"772",2016-11-23,"C3T0093","GRETI",4,"M","0110178599",2,2016,2015,"adult"
"773",2016-11-24,"C3T0093","GRETI",3,"M","0110178599",2,2016,2016,"adult"
"774",2017-11-24,"C3T0234","GRETI",3,"F","011017859F",1,2017,2017,"adult"
"775",2019-12-02,"B4R7664","BLUTI",6,"F","01101785A0",1,2019,2017,"adult"
"777",2017-01-29,"B4R7086","BLUTI",5,"M","01101785AA",1,2017,2016,"adult"
"778",2019-02-05,"C3T0747","GRETI",6,"F","01101785AB",1,2019,2017,"adult"
"779",2019-03-05,"C3T0794","GRETI",5,"F","01101785AD",1,2019,2018,"adult"
"780",2019-02-05,"C3T0751","GRETI",5,"F","01101785BD",2,2019,2018,"adult"
"781",2019-10-30,"C3T0751","GRETI",6,"F","01101785BD",2,2019,2017,"adult"
"782",2018-01-10,"C3T0328","GRETI",5,"M","01101785C1",1,2018,2017,"adult"
"783",2016-11-17,"C3L9842","GRETI",3,"M","01101785C4",2,2016,2016,"adult"
"784",2018-12-13,"C3L9842","GRETI",6,"M","01101785C4",2,2018,2016,"adult"
"785",2019-02-12,"C3T0753","GRETI",5,"F","01101785CF",1,2019,2018,"adult"
"786",2018-08-03,"C3T0582","GRETI",3,"","01101785D1",1,2018,2018,"adult"
"787",2017-11-29,"C3T0257","GRETI",3,"M","01101785D5",1,2017,2017,"adult"
"790",2019-02-25,"C3T0785","GRETI",5,"F","01101785F7",2,2019,2018,"adult"
"791",2020-02-10,"C3T0785","GRETI",6,"F","01101785F7",2,2020,2018,"adult"
"792",2019-01-12,"C3T0707","GRETI",5,"F","01101785FE",2,2019,2018,"adult"
"793",2020-05-11,"C3T0707","GRETI",6,"F","01101785FE",2,2020,2018,"adult"
"794",2019-07-18,"B4R7565","BLUTI",3,"","0110178604",1,2019,2019,"adult"
"797",2019-02-25,"C3T0489","GRETI",5,"F","0110178614",2,2019,2018,"adult"
"798",2017-12-09,"C3T0292","GRETI",3,"M","0110178619",2,2017,2017,"adult"
"799",2018-01-10,"C3T0292","GRETI",6,"M","0110178619",2,2018,2016,"adult"
"802",2017-12-09,"C3T0290","GRETI",3,"F","011017861E",3,2017,2017,"adult"
"803",2018-01-10,"C3T0290","GRETI",5,"F","011017861E",3,2018,2017,"adult"
"804",2018-05-22,"C3T0290","GRETI",5,"F","011017861E",3,2018,2017,"adult"
"806",2020-02-19,"C3T0874","GRETI",6,"M","0110178620",2,2020,2018,"adult"
"807",2020-05-10,"B4R7730","BLUTI",6,"F","0110178621",1,2020,2018,"adult"
"810",2018-07-12,"C3T0412","GRETI",3,"","0110178628",2,2018,2018,"adult"
"811",2019-05-10,"C3T0827","GRETI",6,"F","0110178629",1,2019,2017,"adult"
"814",2019-07-10,"C3T0906","GRETI",3,"","0110178640",1,2019,2019,"adult"
"818",2018-08-10,"C3T0597","GRETI",3,"","0110178650",1,2018,2018,"adult"
"819",2017-11-29,"C3T0256","GRETI",3,"M","0110178665",1,2017,2017,"adult"
"820",2019-11-11,"B4R7606","BLUTI",6,"F","0110178670",1,2019,2017,"adult"
"821",2018-05-15,"C3T0356","GRETI",6,"F","0110178675",1,2018,2016,"adult"
"822",2018-10-05,"C3T0632","GRETI",6,"M","011017867F",1,2018,2016,"adult"
"824",2017-12-01,"C3T0282","GRETI",4,"M","0110178699",2,2017,2016,"adult"
"825",2019-09-04,"C3T0282","GRETI",4,"M","0110178699",2,2019,2018,"adult"
"826",2020-02-12,"B4R7708","BLUTI",5,"F","011017869F",1,2020,2019,"adult"
"827",2019-01-14,"C3T0713","GRETI",5,"F","01101786A4",1,2019,2018,"adult"
"828",2018-09-06,"C3H0657","NUTHA",4,"F","01101786A9",1,2018,2017,"adult"
"829",2018-10-05,"B4R7336","BLUTI",5,"","01101786BF",3,2018,2017,"adult"
"830",2018-11-07,"B4R7336","BLUTI",5,"","01101786BF",3,2018,2017,"adult"
"831",2019-02-27,"B4R7336","BLUTI",5,"F","01101786BF",3,2019,2018,"adult"
"832",2019-02-22,"C3T0782","GRETI",6,"M","01101786C0",1,2019,2017,"adult"
"834",2019-07-10,"C3T0918","GRETI",3,"","01101786C5",2,2019,2019,"adult"
"837",2017-12-09,"C3T0313","GRETI",4,"M","01101786D8",1,2017,2016,"adult"
"838",2019-09-04,"C5A1056","GRETI",4,"F","01101786DF",1,2019,2018,"adult"
"839",2016-11-04,"C3T0070","NUTHA",2,"F","01101786EA",2,2016,2016,"adult"
"840",2018-01-21,"C3T0070","NUTHA",2,"F","01101786EA",2,2018,2018,"adult"
"842",2018-01-09,"C3T0317","GRETI",5,"M","01101786F5",1,2018,2017,"adult"
"844",2016-11-24,"CX22195","GRETI",4,"F","0110178702",2,2016,2015,"adult"
"845",2017-12-09,"CX22195","GRETI",4,"F","0110178702",2,2017,2016,"adult"
"847",2019-09-12,"C3T0929","GRETI",3,"F","0110178704",4,2019,2019,"adult"
"848",2019-09-19,"C3T0929","GRETI",3,"F","0110178704",4,2019,2019,"adult"
"849",2020-11-09,"C3T0929","GRETI",4,"F","0110178704",4,2020,2019,"adult"
"850",2019-12-28,"B4R7689","BLUTI",5,"M","0110178706",1,2019,2018,"adult"
"852",2017-11-24,"C3T0243","GRETI",3,"M","011017870D",1,2017,2017,"adult"
"854",2019-12-06,"C3T0472","GRETI",6,"F","0110178711",2,2019,2017,"adult"
"855",2017-12-01,"C3T0264","GRETI",3,"M","0110178715",1,2017,2017,"adult"
"862",2019-01-12,"C3T0702","GRETI",6,"F","011017875D",1,2019,2017,"adult"
"865",2017-11-14,"C3T0153","GRETI",3,"F","011017876C",3,2017,2017,"adult"
"866",2017-12-09,"C3T0153","GRETI",3,"F","011017876C",3,2017,2017,"adult"
"869",2018-09-21,"C3T0623","GRETI",4,"M","0110178774",1,2018,2017,"adult"
"873",2018-01-21,"C3T0333","NUTHA",2,"F","0110178790",2,2018,2018,"adult"
"878",2018-05-14,"C3T0254","GRETI",5,"F","01101787BC",1,2018,2017,"adult"
"879",2018-08-10,"C3T0605","GRETI",3,"","01101787C8",1,2018,2018,"adult"
"880",2019-02-12,"C3T0761","GRETI",5,"M","01101787CA",1,2019,2018,"adult"
"882",2017-12-09,"C3T0008","GRETI",4,"F","01101787DE",1,2017,2016,"adult"
"883",2017-11-29,"C3T0255","GRETI",3,"M","01101787F3",1,2017,2017,"adult"
"884",2019-07-10,"C5A1017","GRETI",3,"","01101787FB",1,2019,2019,"adult"
"885",2019-05-08,"C3T0820","GRETI",5,"F","01101787FE",1,2019,2018,"adult"
"892",2019-02-12,"C3T0758","GRETI",5,"F","0110178849",1,2019,2018,"adult"
"893",2018-07-12,"C3T0568","GRETI",3,"","011017884B",1,2018,2018,"adult"
"894",2017-02-03,"B4R7088","BLUTI",5,"F","0110178850",3,2017,2016,"adult"
"895",2017-02-04,"B4R7088","BLUTI",5,"","0110178850",3,2017,2016,"adult"
"896",2017-12-09,"B4R7088","BLUTI",4,"F","0110178850",3,2017,2016,"adult"
"897",2017-11-24,"C3T0235","GRETI",3,"M","0110178861",1,2017,2017,"adult"
